,Sector,Brand,Product,Segment,Family,Class
209,Health and Personal Care Products,Abbott Laboratories,Ensure High Protein (protein-rich nutritional supplement),Healthcare,Health Enhancement,"Vitamins/Minerals/Nutritional Supplements"""
210,Health and Personal Care Products,Abbott Laboratories,ProSobee (soy-based infant formula),Food/Beverage,Prepared/Preserved Foods,Baby/Infant - Foods/Beverages
211,Health and Personal Care Products,Abbott Laboratories,BinaxNOW (rapid antigen test for COVID-19),Healthcare,Home Diagnostics,Diagnostic Tests
212,Health and Personal Care Products,Abbott Laboratories,Ensure Enlive (nutritional supplement with 20g of protein),Healthcare,Health Enhancement,"Vitamins/Minerals/Nutritional Supplements"""
213,Health and Personal Care Products,Abbott Laboratories,Pedialyte Powder Packs (rehydration electrolyte powder),Healthcare,Health Enhancement,Rehydration solutions
214,Health and Personal Care Products,Abbott Laboratories,Similac Pro-Advance (infant formula with immune support),Food/Beverage,Prepared/Preserved Foods,Baby/Infant - Foods/Beverages
215,Health and Personal Care Products,Abbott Laboratories,Ensure Gold (nutritional drink for elderly),Healthcare,Health Enhancement,"Vitamins/Minerals/Nutritional Supplements"""
216,Health and Personal Care Products,Abbott Laboratories,Glucerna Hunger Smart (meal replacement shakes for diabetes),Healthcare,Health Enhancement,Dietary Aids
217,Health and Personal Care Products,Abbott Laboratories,Nepro (nutritional supplement for renal care),Healthcare,Health Enhancement,"Vitamins/Minerals/Nutritional Supplements"""
218,Health and Personal Care Products,Abbott Laboratories,Pediasure (nutrition for children),Healthcare,Health Enhancement,"Vitamins/Minerals/Nutritional Supplements"""
219,Health and Personal Care Products,Abbott Laboratories,FreeStyle Lite (blood glucose monitoring system),Healthcare,Home Diagnostics,Diagnostic Monitors
220,Footwear,Asics,ASICS Gel-Kayano 29,Footwear,Footwear,Athletic Footwear
221,Footwear,Asics,ASICS Gel-Nimbus 25,Footwear,Footwear,Athletic Footwear
222,Footwear,Asics,ASICS GT-2000 10,Footwear,Footwear,Athletic Footwear
223,Footwear,Asics,ASICS Gel-Quantum 360,Footwear,Footwear,Athletic Footwear
224,Footwear,Asics,ASICS Gel-Cumulus 24,Footwear,Footwear,Athletic Footwear
225,Footwear,Asics,ASICS Gel-Excite 9,Footwear,Footwear,Athletic Footwear
226,Footwear,Asics,ASICS Gel-Venture 9,Footwear,Footwear,Athletic Footwear
227,Footwear,Asics,ASICS Novablast 3,Footwear,Footwear,Athletic Footwear
228,Footwear,Asics,ASICS Gel-DS Trainer 27,Footwear,Footwear,Athletic Footwear
229,Footwear,Asics,ASICS GlideRide 3,Footwear,Footwear,Athletic Footwear
230,Footwear,Asics,ASICS Metaracer,Footwear,Footwear,Athletic Footwear
231,Footwear,Asics,ASICS Magic Speed,Footwear,Footwear,Athletic Footwear
232,Footwear,Asics,ASICS Gel-Contend 8,Footwear,Footwear,Athletic Footwear
233,Footwear,Asics,ASICS Roadhawk FF,Footwear,Footwear,Athletic Footwear
234,Footwear,Asics,ASICS Gel-Resolution 8 (Tennis),Footwear,Footwear,Athletic Footwear
235,Footwear,Asics,ASICS Gel-Challenger 13 (Tennis),Footwear,Footwear,Athletic Footwear
236,Footwear,Asics,ASICS Lyteracer LD 3,Footwear,Footwear,Athletic Footwear
237,Footwear,Asics,ASICS Onitsuka Tiger Mexico 66,Footwear,Footwear,Athletic Footwear
238,Footwear,Asics,ASICS Gel-Sonoma 6,Footwear,Footwear,Athletic Footwear
239,Footwear,Asics,ASICS Court FF 2 (Tennis),Footwear,Footwear,Athletic Footwear
240,Toys and Games,Lego,LEGO Classic Creative Bricks,Toys/Games,Toys/Games,Developmental/Educational Toys
241,Toys and Games,Lego,LEGO Harry Potter Hogwarts Castle,Toys/Games,Toys/Games,Developmental/Educational Toys
242,Toys and Games,Lego,LEGO Star Wars Millennium Falcon,Toys/Games,Toys/Games,Developmental/Educational Toys
243,Toys and Games,Lego,LEGO Technic Bugatti Chiron,Toys/Games,Toys/Games,Developmental/Educational Toys
244,Toys and Games,Lego,LEGO Creator Expert Roller Coaster,Toys/Games,Toys/Games,Developmental/Educational Toys
245,Toys and Games,Lego,LEGO Friends Heartlake City Resort,Toys/Games,Toys/Games,Developmental/Educational Toys
246,Toys and Games,Lego,LEGO Marvel Super Heroes Avengers: Endgame Final Battle,Toys/Games,Toys/Games,Developmental/Educational Toys
247,Toys and Games,Lego,LEGO City Police Station,Toys/Games,Toys/Games,Developmental/Educational Toys
248,Toys and Games,Lego,LEGO Ninjago City,Toys/Games,Toys/Games,Developmental/Educational Toys
249,Toys and Games,Lego,LEGO Disney Castle,Toys/Games,Toys/Games,Developmental/Educational Toys
250,Toys and Games,Lego,LEGO Architecture Skyline Collection,Toys/Games,Toys/Games,Developmental/Educational Toys
251,Toys and Games,Lego,LEGO Ideas NASA Apollo Saturn V,Toys/Games,Toys/Games,Developmental/Educational Toys
252,Toys and Games,Lego,LEGO Batman Batmobile,Toys/Games,Toys/Games,Developmental/Educational Toys
253,Toys and Games,Lego,LEGO Minecraft The End Battle,Toys/Games,Toys/Games,Developmental/Educational Toys
254,Toys and Games,Lego,LEGO Jurassic World T. rex Rampage,Toys/Games,Toys/Games,Developmental/Educational Toys
255,Toys and Games,Lego,LEGO Disney Princess Frozen II Arendelle Castle,Toys/Games,Toys/Games,Developmental/Educational Toys
256,Toys and Games,Lego,LEGO Speed Champions Ferrari F40 Competizione,Toys/Games,Toys/Games,Developmental/Educational Toys
257,Toys and Games,Lego,LEGO Creator 3-in-1 Pirate Ship,Toys/Games,Toys/Games,Developmental/Educational Toys
258,Toys and Games,Lego,LEGO Dot Bracelets,Toys/Games,Toys/Games,Developmental/Educational Toys
259,Toys and Games,Lego,LEGO Super Mario Adventures with Mario Starter Course,Toys/Games,Toys/Games,Developmental/Educational Toys
260,Toys and Games,Mattel,Barbie Dolls,Toys/Games,Toys/Games,Developmental/Educational Toys
261,Toys and Games,Mattel,Hot Wheels Cars,Toys/Games,Toys/Games,Toy Vehicles - Non-ride
262,Toys and Games,Mattel,Fisher-Price Little People,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
263,Toys and Games,Mattel,Matchbox Cars,Toys/Games,Toys/Games,Toy Vehicles - Non-ride
264,Toys and Games,Mattel,American Girl Dolls,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
265,Toys and Games,Mattel,UNO Card Game,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
266,Toys and Games,Mattel,Polly Pocket,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
267,Toys and Games,Mattel,Thomas & Friends Toys,Toys/Games,Toys/Games,Toy Vehicles - Non-ride
268,Toys and Games,Mattel,Barbie Dreamhouse,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
269,Toys and Games,Mattel,Mega Bloks Building Sets,Toys/Games,Toys/Games,Developmental/Educational Toys
270,Toys and Games,Mattel,Pictionary Board Game,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
271,Toys and Games,Mattel,Barbies Fashionistas Collection,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
272,Toys and Games,Mattel,Toy Story Action Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
273,Toys and Games,Mattel,Masters of the Universe Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
274,Toys and Games,Mattel,Fisher-Price Laugh & Learn Toys,Toys/Games,Toys/Games,Developmental/Educational Toys
275,Toys and Games,Mattel,WWE Action Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
276,Toys and Games,Mattel,Monster High Dolls,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
277,Toys and Games,Mattel,View-Master,Toys/Games,Toys/Games,Developmental / Educational Toys
278,Toys and Games,Mattel,Barbie Color Reveal Dolls,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
279,Toys and Games,Mattel,Minecraft Action Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
280,Toys and Games,Hasbro,Monopoly,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
281,Toys and Games,Hasbro,Play-Doh,Toys/Games,Toys/Games,Developmental/Educational Toys
282,Toys and Games,Hasbro,Nerf Blasters,Toys/Games,Toys/Games,Toys/Games ? Other
283,Toys and Games,Hasbro,G.I. Joe Action Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
284,Toys and Games,Hasbro,My Little Pony Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
285,Toys and Games,Hasbro,Transformers Action Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
286,Toys and Games,Hasbro,Scrabble,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
287,Toys and Games,Hasbro,Candy Land,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
288,Toys and Games,Hasbro,Twister,Toys/Games,Toys/Games,Indoor/Outdoor Games/Play Structures
289,Toys and Games,Hasbro,Clue,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
290,Toys and Games,Hasbro,Battleship,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
291,Toys and Games,Hasbro,Dungeons & Dragons (D&D) Sets,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
292,Toys and Games,Hasbro,FurReal Friends,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
293,Toys and Games,Hasbro,Mr. Potato Head,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
294,Toys and Games,Hasbro,Littlest Pet Shop,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
295,Toys and Games,Hasbro,Magic: The Gathering,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
296,Toys and Games,Hasbro,Yahtzee,Toys/Games,Toys/Games,Table Games
297,Toys and Games,Hasbro,Trivial Pursuit,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
298,Toys and Games,Hasbro,Jenga,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
299,Toys and Games,Hasbro,Baby Alive Dolls,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
300,Toys and Games,Bandai Namco,Gundam Model Kits (Gunpla),Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
301,Toys and Games,Bandai Namco,Dragon Ball Z Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
302,Toys and Games,Bandai Namco,Naruto Shippuden Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
303,Toys and Games,Bandai Namco,One Piece Action Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
304,Toys and Games,Bandai Namco,Digimon Adventure Toys,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
305,Toys and Games,Bandai Namco,Mobile Suit Gundam: Battle Operation Game,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
306,Toys and Games,Bandai Namco,Tekken Action Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
307,Toys and Games,Bandai Namco,Pac-Man Board Games,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
308,Toys and Games,Bandai Namco,Tamagotchi Devices,Computing,Computers/Video Games,Computer/Video Game Software
309,Toys and Games,Bandai Namco,SoulCalibur Action Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
310,Toys and Games,Bandai Namco,My Hero Academia Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
311,Toys and Games,Bandai Namco,JoJo's Bizarre Adventure Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
312,Toys and Games,Bandai Namco,Dragon Ball Super Card Game,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
313,Toys and Games,Bandai Namco,Crossbones Gundam Model Kit,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
314,Toys and Games,Bandai Namco,Monster Hunter Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
315,Toys and Games,Bandai Namco,Sega Sammy / Bandai Namco Arcade Tokens,Toys/Games,Toys/Games,Toys/Games - Other
316,Toys and Games,Bandai Namco,Yu-Gi-Oh! Trading Card Game Items,Toys/Games,Toys/Games,Board Games/Cards/Puzzles
317,Toys and Games,Bandai Namco,Power Rangers Toys (under collaboration),Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
318,Toys and Games,Bandai Namco,Walking Dead Toys (under collaboration),Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
319,Toys and Games,Bandai Namco,Super Robot Wars Figures,Toys/Games,Toys/Games,Dolls/Puppets/Action Figures/Soft Toys
320,Sports and Outdoor Equipment,ASICS,ASICS Gel-Kayano Running Shoes,Footwear,Footwear,Athletic Footwear
321,Sports and Outdoor Equipment,ASICS,ASICS Gel-Nimbus Running Shoes,Footwear,Footwear,Athletic Footwear
322,Sports and Outdoor Equipment,ASICS,ASICS GT-2000 Running Shoes,Footwear,Footwear,Athletic Footwear
323,Sports and Outdoor Equipment,ASICS,ASICS Gel-Quest Running Shoes,Footwear,Footwear,Athletic Footwear
324,Sports and Outdoor Equipment,ASICS,ASICS Gel-Excite Running Shoes,Footwear,Footwear,Athletic Footwear
325,Sports and Outdoor Equipment,ASICS,ASICS MetaSpeed Sky Running Shoes,Footwear,Footwear,Athletic Footwear
326,Sports and Outdoor Equipment,ASICS,ASICS Gel-DS Trainer,Footwear,Footwear,Athletic Footwear
327,Sports and Outdoor Equipment,ASICS,ASICS Gel-Fortitude,Footwear,Footwear,Athletic Footwear
328,Sports and Outdoor Equipment,ASICS,ASICS Accelerator Short Sleeve T-Shirt,Clothing,Activewear,Activewear
329,Sports and Outdoor Equipment,ASICS,ASICS Performance Running Socks,Footwear,Footwear,Athletic Footwear
330,Sports and Outdoor Equipment,ASICS,ASICS Women's Gel-Venture Trail Shoes,Footwear,Footwear,Athletic Footwear
331,Sports and Outdoor Equipment,ASICS,ASICS Roadhawk FF Running Shoes,Footwear,Footwear,Athletic Footwear
332,Sports and Outdoor Equipment,ASICS,ASICS Gel-Cumulus Running Shoes,Footwear,Footwear,Athletic Footwear
333,Sports and Outdoor Equipment,ASICS,ASICS Gel-Sonoma Trail Shoes,Footwear,Footwear,Athletic Footwear
334,Sports and Outdoor Equipment,ASICS,ASICS Novablast Running Shoes,Footwear,Footwear,Athletic Footwear
335,Sports and Outdoor Equipment,ASICS,ASICS Running Backpack,Personal Accessories,Personal Accessories,Personal Carriers/Accessories
336,Sports and Outdoor Equipment,ASICS,ASICS Training Tank Top,Clothing,Activewear,Activewear
337,Sports and Outdoor Equipment,ASICS,ASICS Gel-Kayano Lite,Footwear,Footwear,Athletic Footwear
338,Sports and Outdoor Equipment,ASICS,ASICS Lite-Show Running Gear,Footwear,Footwear,Athletic Footwear
339,Sports and Outdoor Equipment,ASICS,ASICS Nimbus 23 Running Shoes,Footwear,Footwear,Athletic Footwear
340,Clothing and Apparel,Nike,Nike Dri-FIT Legend Short-Sleeve T-Shirt,Clothing,Activewear,Activewear
341,Clothing and Apparel,Nike,Nike Sportswear Club Fleece Pullover Hoodie,Clothing,Activewear,Activewear
342,Clothing and Apparel,Nike,Nike Tech Fleece Crew,Clothing,Activewear,Activewear
343,Clothing and Apparel,Nike,Nike Pro Compression Tights,Clothing,Activewear,Activewear
344,Clothing and Apparel,Nike,Nike Air Max Sweatshirt,Clothing,Activewear,Activewear
345,Clothing and Apparel,Nike,Nike Internationalist Track Jacket,Clothing,Activewear,Activewear
346,Clothing and Apparel,Nike,Nike Windrunner Jacket,Clothing,Activewear,Activewear
347,Clothing and Apparel,Nike,Nike Essential Tank Top,Clothing,Activewear,Activewear
348,Clothing and Apparel,Nike,Nike Everyday Mid-Cushion Crew Socks,Clothing,Activewear,Activewear
349,Clothing and Apparel,Nike,Nike Training Pants,Clothing,Activewear,Activewear
350,Clothing and Apparel,Nike,Nike Sportswear Swoosh Pants,Clothing,Activewear,Activewear
351,Clothing and Apparel,Nike,Nike Pro Long-Sleeve Top,Clothing,Activewear,Activewear
352,Clothing and Apparel,Nike,Nike Alpha Huarache Elite Baseball Jersey,Clothing,Activewear,Activewear
353,Clothing and Apparel,Nike,Nike React Element 55 Sneaker (apparel collaboration),Clothing,Activewear,Activewear
354,Clothing and Apparel,Nike,Nike ACG (All Conditions Gear) Apparel,Clothing,Activewear,Activewear
355,Clothing and Apparel,Nike,Nike Icon Clash Sports Bra,Clothing,Activewear,Activewear
356,Clothing and Apparel,Nike,Nike Full-Zip Training Hoodie,Clothing,Activewear,Activewear
357,Clothing and Apparel,Nike,"Nike 7"" Training Shorts",Clothing,Activewear,Activewear
358,Clothing and Apparel,Nike,Nike Air Max Graphic Tee,Clothing,Activewear,Activewear
359,Clothing and Apparel,Nike,Nike All Conditions Gear Shorts,Clothing,Activewear,Activewear
360,Clothing and Apparel,Adidas,Adidas Ultraboost Running Shoes,Footwear,Footwear,Athletic Footwear
361,Clothing and Apparel,Adidas,Adidas Yeezy Boost Sneakers,Clothing,Activewear,Activewear
362,Clothing and Apparel,Adidas,Adidas Originals Trefoil Hoodie,Clothing,Activewear,Activewear
363,Clothing and Apparel,Adidas,Adidas NMD Shoes,Footwear,Footwear,Athletic Footwear
364,Clothing and Apparel,Adidas,Adidas Performance T-shirts,Clothing,Activewear,Activewear
365,Clothing and Apparel,Adidas,Adidas Essentials 3-Stripes Track Pants,Clothing,Activewear,Activewear
366,Clothing and Apparel,Adidas,Adidas Terrex Hiking Jackets,Clothing,Activewear,Activewear
367,Clothing and Apparel,Adidas,Adidas Adilette Slides,Footwear,Footwear,Athletic Footwear
368,Clothing and Apparel,Adidas,Adidas Stan Smith Sneakers,Footwear,Footwear,Athletic Footwear
369,Clothing and Apparel,Adidas,"Adidas Soccer Jerseys (e.g., Real Madrid, Manchester United)",Clothing,Activewear,Activewear
370,Clothing and Apparel,Adidas,Adidas Essentials Sweatshirts,Clothing,Activewear,Activewear
371,Clothing and Apparel,Adidas,Adidas Adizero Running Shoes,Footwear,Footwear,Athletic Footwear
372,Clothing and Apparel,Adidas,Adidas Outdoor Jackets,Clothing,Activewear,Activewear
373,Clothing and Apparel,Adidas,Adidas Fitness Leggings,Clothing,Activewear,Activewear
374,Clothing and Apparel,Adidas,Adidas Climacool T-shirts,Clothing,Activewear,Activewear
375,Clothing and Apparel,Adidas,Adidas Supernova Running Shoes,Footwear,Footwear,Athletic Footwear
376,Clothing and Apparel,Adidas,Adidas Athleisure Joggers,Clothing,Activewear,Activewear
377,Clothing and Apparel,Adidas,Adidas Consortium Collection,Clothing,Activewear,Activewear
378,Clothing and Apparel,Adidas,Adidas Floral Print Workout Tank Tops,Clothing,Activewear,Activewear
379,Clothing and Apparel,Adidas,Adidas Warm-Up Suits,Clothing,Activewear,Activewear
380,Clothing and Apparel,Zara (Inditex),Basic Tees,Clothing,Clothing,Upper Body Wear/Tops
381,Clothing and Apparel,Zara (Inditex),Denim Jackets,Clothing,Clothing,Upper Body Wear/Tops
382,Clothing and Apparel,Zara (Inditex),Tailored Blazers,Clothing,Clothing,Upper Body Wear/Tops
383,Clothing and Apparel,Zara (Inditex),Wide-Leg Trousers,Clothing,Clothing,Lower Body Wear/Bottoms
384,Clothing and Apparel,Zara (Inditex),Teddy Coats,Clothing,Clothing,Upper Body Wear/Tops
385,Clothing and Apparel,Zara (Inditex),Midi Dresses,Clothing,Clothing,Full Body Wear
386,Clothing and Apparel,Zara (Inditex),Shirt Dresses,Clothing,Clothing,Full Body Wear
387,Clothing and Apparel,Zara (Inditex),Puffer Jackets,Clothing,Clothing,Upper Body Wear/Tops
388,Clothing and Apparel,Zara (Inditex),Sweater Dresses,Clothing,Clothing,Full Body Wear
